extraction_datetime,city,city_code,offers
2021-11-27 13:02:59,Dusseldorf,100207,371
2021-11-27 13:02:59,Berlin,87372,488
2021-11-27 13:02:59,Essen,102157,589
2021-11-27 13:02:59,Munchen,121673,804
2021-11-27 13:02:59,Koln,113144,196
2021-11-27 13:02:59,Stuttgart,143262,352
2021-11-27 13:02:59,Dresden,100051,1981
2021-11-27 13:02:59,Hannover,109489,266
2021-11-27 13:02:59,Dortmund,99990,411
2021-11-27 13:02:59,Frankfurt am Main,105043,744
2021-11-27 13:02:59,Hamburg,109447,1115
